point_id,policy,rho,label,feature_set,n_updates,prevalence,auroc_loro_mean,auprc_loro_mean,folds,scope
alphahigh,agg_full,0.8,flip_next_use,freshness_only,34,0.6470588235294118,nan,nan,0,
alphahigh,agg_full,0.8,flip_next_use,coverage_only,34,0.6470588235294118,nan,nan,0,
alphahigh,agg_full,0.8,flip_next_use,fresh_cov,34,0.6470588235294118,nan,nan,0,
alphahigh,agg_full,0.8,flip_next_use,decision_aware,34,0.6470588235294118,nan,nan,0,
alphahigh,agg_full,0.8,positive_value,freshness_only,34,0.6176470588235294,nan,nan,0,
alphahigh,agg_full,0.8,positive_value,coverage_only,34,0.6176470588235294,nan,nan,0,
alphahigh,agg_full,0.8,positive_value,fresh_cov,34,0.6176470588235294,nan,nan,0,
alphahigh,agg_full,0.8,positive_value,decision_aware,34,0.6176470588235294,nan,nan,0,
alphahigh,agg_full,0.8,high_value_top25pct,freshness_only,34,0.35294117647058826,nan,nan,0,
alphahigh,agg_full,0.8,high_value_top25pct,coverage_only,34,0.35294117647058826,nan,nan,0,
alphahigh,agg_full,0.8,high_value_top25pct,fresh_cov,34,0.35294117647058826,nan,nan,0,
alphahigh,agg_full,0.8,high_value_top25pct,decision_aware,34,0.35294117647058826,nan,nan,0,
alphahigh,agg_static,0.8,flip_next_use,freshness_only,42,0.3333333333333333,0.5,0.39979933261183265,1,
alphahigh,agg_static,0.8,flip_next_use,coverage_only,42,0.3333333333333333,0.8238636363636364,0.810635198135198,1,
alphahigh,agg_static,0.8,flip_next_use,fresh_cov,42,0.3333333333333333,0.7897727272727273,0.7916937229437228,1,
alphahigh,agg_static,0.8,flip_next_use,decision_aware,42,0.3333333333333333,0.6818181818181818,0.6585279304029303,1,
alphahigh,agg_static,0.8,positive_value,freshness_only,42,0.38095238095238093,0.6071428571428571,0.5758245722531437,1,
alphahigh,agg_static,0.8,positive_value,coverage_only,42,0.38095238095238093,0.5773809523809523,0.4849307555189908,1,
alphahigh,agg_static,0.8,positive_value,fresh_cov,42,0.38095238095238093,0.5654761904761905,0.48166278166278165,1,
alphahigh,agg_static,0.8,positive_value,decision_aware,42,0.38095238095238093,0.5714285714285714,0.5005351791066077,1,
alphahigh,agg_static,0.8,high_value_top25pct,freshness_only,42,0.3333333333333333,0.38461538461538464,0.3109228247386142,1,
alphahigh,agg_static,0.8,high_value_top25pct,coverage_only,42,0.3333333333333333,0.4935897435897436,0.36915306915306917,1,
alphahigh,agg_static,0.8,high_value_top25pct,fresh_cov,42,0.3333333333333333,0.4807692307692308,0.36622909254488206,1,
alphahigh,agg_static,0.8,high_value_top25pct,decision_aware,42,0.3333333333333333,0.5384615384615384,0.45876345876345875,1,
alphalow,agg_full,0.8,flip_next_use,freshness_only,19,0.6842105263157895,nan,nan,0,
alphalow,agg_full,0.8,flip_next_use,coverage_only,19,0.6842105263157895,nan,nan,0,
alphalow,agg_full,0.8,flip_next_use,fresh_cov,19,0.6842105263157895,nan,nan,0,
alphalow,agg_full,0.8,flip_next_use,decision_aware,19,0.6842105263157895,nan,nan,0,
alphalow,agg_full,0.8,positive_value,freshness_only,19,0.5789473684210527,nan,nan,0,
alphalow,agg_full,0.8,positive_value,coverage_only,19,0.5789473684210527,nan,nan,0,
alphalow,agg_full,0.8,positive_value,fresh_cov,19,0.5789473684210527,nan,nan,0,
alphalow,agg_full,0.8,positive_value,decision_aware,19,0.5789473684210527,nan,nan,0,
alphalow,agg_full,0.8,high_value_top25pct,freshness_only,19,0.2631578947368421,nan,nan,0,
alphalow,agg_full,0.8,high_value_top25pct,coverage_only,19,0.2631578947368421,nan,nan,0,
alphalow,agg_full,0.8,high_value_top25pct,fresh_cov,19,0.2631578947368421,nan,nan,0,
alphalow,agg_full,0.8,high_value_top25pct,decision_aware,19,0.2631578947368421,nan,nan,0,
alphamed,agg_full,0.8,flip_next_use,freshness_only,39,0.5384615384615384,0.37037037037037035,0.5350088183421516,1,
alphamed,agg_full,0.8,flip_next_use,coverage_only,39,0.5384615384615384,0.5462962962962963,0.574062049062049,1,
alphamed,agg_full,0.8,flip_next_use,fresh_cov,39,0.5384615384615384,0.5277777777777778,0.5693001443001442,1,
alphamed,agg_full,0.8,flip_next_use,decision_aware,39,0.5384615384615384,0.48148148148148145,0.6955433455433454,1,
alphamed,agg_full,0.8,positive_value,freshness_only,39,0.6153846153846154,0.5,0.6090828924162257,1,
alphamed,agg_full,0.8,positive_value,coverage_only,39,0.6153846153846154,0.3055555555555556,0.5117891367891367,1,
alphamed,agg_full,0.8,positive_value,fresh_cov,39,0.6153846153846154,0.3055555555555556,0.5117891367891367,1,
alphamed,agg_full,0.8,positive_value,decision_aware,39,0.6153846153846154,0.6111111111111112,0.8160191660191659,1,
alphamed,agg_full,0.8,high_value_top25pct,freshness_only,39,0.38461538461538464,0.5,0.3603174603174603,1,
alphamed,agg_full,0.8,high_value_top25pct,coverage_only,39,0.38461538461538464,0.7685185185185185,0.5049603174603174,1,
alphamed,agg_full,0.8,high_value_top25pct,fresh_cov,39,0.38461538461538464,0.7685185185185185,0.5049603174603174,1,
alphamed,agg_full,0.8,high_value_top25pct,decision_aware,39,0.38461538461538464,0.8703703703703703,0.8888888888888888,1,
alphamed,agg_static,0.8,flip_next_use,freshness_only,18,0.7222222222222222,nan,nan,0,
alphamed,agg_static,0.8,flip_next_use,coverage_only,18,0.7222222222222222,nan,nan,0,
alphamed,agg_static,0.8,flip_next_use,fresh_cov,18,0.7222222222222222,nan,nan,0,
alphamed,agg_static,0.8,flip_next_use,decision_aware,18,0.7222222222222222,nan,nan,0,
alphamed,agg_static,0.8,positive_value,freshness_only,18,0.7222222222222222,nan,nan,0,
alphamed,agg_static,0.8,positive_value,coverage_only,18,0.7222222222222222,nan,nan,0,
alphamed,agg_static,0.8,positive_value,fresh_cov,18,0.7222222222222222,nan,nan,0,
alphamed,agg_static,0.8,positive_value,decision_aware,18,0.7222222222222222,nan,nan,0,
alphamed,agg_static,0.8,high_value_top25pct,freshness_only,18,0.2777777777777778,nan,nan,0,
alphamed,agg_static,0.8,high_value_top25pct,coverage_only,18,0.2777777777777778,nan,nan,0,
alphamed,agg_static,0.8,high_value_top25pct,fresh_cov,18,0.2777777777777778,nan,nan,0,
alphamed,agg_static,0.8,high_value_top25pct,decision_aware,18,0.2777777777777778,nan,nan,0,
,,,flip_next_use,freshness_only,153,0.5490196078431373,0.4916035187830725,0.5304823221840259,2,pooled
,,,flip_next_use,coverage_only,153,0.5490196078431373,0.7461959744977389,0.7697418557288297,2,pooled
,,,flip_next_use,fresh_cov,153,0.5490196078431373,0.752638786759181,0.7733533229735001,2,pooled
,,,flip_next_use,decision_aware,153,0.5490196078431373,0.776146930531985,0.7813348386102253,2,pooled
,,,positive_value,freshness_only,153,0.5620915032679739,0.5009321435773342,0.5889593484720281,2,pooled
,,,positive_value,coverage_only,153,0.5620915032679739,0.5484775156281508,0.6194696631242534,2,pooled
,,,positive_value,fresh_cov,153,0.5620915032679739,0.5544404113732607,0.6354292314320982,2,pooled
,,,positive_value,decision_aware,153,0.5620915032679739,0.6699969751966122,0.6903545247836993,2,pooled
,,,high_value_top25pct,freshness_only,153,0.3333333333333333,0.4876910016977929,0.33251597115949005,2,pooled
,,,high_value_top25pct,coverage_only,153,0.3333333333333333,0.7677990001886437,0.5556727542122146,2,pooled
,,,high_value_top25pct,fresh_cov,153,0.3333333333333333,0.7595967741935483,0.5380751991791319,2,pooled
,,,high_value_top25pct,decision_aware,153,0.3333333333333333,0.8503579513299377,0.7496097351002537,2,pooled
