request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,discard
0,0,1,0,tenant-1,L0001,2048,True
1,0,13,0,tenant-5,L0013,2048,True
2,0,16,0,tenant-0,L0016,2048,True
3,0,4,0,tenant-4,L0004,2048,True
4,0,43,0,tenant-3,L0043,2048,True
5,0,4,1,tenant-4,L0004,2560,True
6,0,0,0,tenant-0,L0000,2048,True
7,0,6,0,tenant-6,L0006,2048,True
8,0,6,1,tenant-6,L0006,2560,True
9,0,2,0,tenant-2,L0002,2048,True
10,0,13,1,tenant-5,L0013,2560,True
11,0,5,0,tenant-5,L0005,2048,True
12,0,13,2,tenant-5,L0013,3072,True
13,0,10,0,tenant-2,L0010,2048,True
14,0,19,0,tenant-3,L0019,2048,True
15,0,38,0,tenant-6,L0038,2048,True
16,0,0,1,tenant-0,L0000,2560,True
17,0,37,0,tenant-5,L0037,2048,True
18,0,19,1,tenant-3,L0019,2560,True
19,0,17,0,tenant-1,L0017,2048,True
20,0,53,0,tenant-5,L0053,2048,True
21,0,4,2,tenant-4,L0004,3072,True
22,0,0,2,tenant-0,L0000,3072,True
23,0,24,0,tenant-0,L0024,2048,True
24,0,21,0,tenant-5,L0021,2048,True
25,0,28,0,tenant-4,L0028,2048,True
26,0,19,2,tenant-3,L0019,3072,True
27,0,0,0,tenant-0,L0000,2048,True
28,0,5,1,tenant-5,L0005,2560,True
29,0,0,1,tenant-0,L0000,2560,True
30,0,11,0,tenant-3,L0011,2048,True
31,0,20,0,tenant-4,L0020,2048,True
32,0,56,0,tenant-0,L0056,2048,False
33,0,34,0,tenant-2,L0034,2048,False
34,0,4,0,tenant-4,L0004,2048,False
35,0,13,0,tenant-5,L0013,2048,False
36,0,41,0,tenant-1,L0041,2048,False
37,0,41,1,tenant-1,L0041,2560,False
38,0,7,0,tenant-7,L0007,2048,False
39,0,2,1,tenant-2,L0002,2560,False
40,0,29,0,tenant-5,L0029,2048,False
41,0,0,2,tenant-0,L0000,3072,False
42,0,40,0,tenant-0,L0040,2048,False
