request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,discard
0,0,3,0,tenant-3,L0003,2048,True
1,0,45,0,tenant-5,L0045,2048,True
2,0,0,0,tenant-0,L0000,2048,True
3,0,6,0,tenant-6,L0006,2048,True
4,0,2,0,tenant-2,L0002,2048,True
5,0,5,0,tenant-5,L0005,2048,True
6,0,40,0,tenant-0,L0040,2048,True
7,0,12,0,tenant-4,L0012,2048,True
8,0,38,0,tenant-6,L0038,2048,True
9,0,56,0,tenant-0,L0056,2048,True
10,0,36,0,tenant-4,L0036,2048,True
11,0,30,0,tenant-6,L0030,2048,True
12,0,32,0,tenant-0,L0032,2048,True
13,0,8,0,tenant-0,L0008,2048,True
14,0,6,1,tenant-6,L0006,2560,True
15,0,44,0,tenant-4,L0044,2048,True
16,0,2,1,tenant-2,L0002,2560,True
17,0,52,0,tenant-4,L0052,2048,True
18,0,21,0,tenant-5,L0021,2048,True
19,0,25,0,tenant-1,L0025,2048,True
20,0,62,0,tenant-6,L0062,2048,True
21,0,31,0,tenant-7,L0031,2048,True
22,0,1,0,tenant-1,L0001,2048,True
23,0,54,0,tenant-6,L0054,2048,True
24,0,0,1,tenant-0,L0000,2560,True
25,0,17,0,tenant-1,L0017,2048,True
26,0,16,0,tenant-0,L0016,2048,True
27,0,25,1,tenant-1,L0025,2560,True
28,0,36,1,tenant-4,L0036,2560,True
29,0,0,2,tenant-0,L0000,3072,True
30,0,20,0,tenant-4,L0020,2048,True
31,0,19,0,tenant-3,L0019,2048,True
32,0,45,1,tenant-5,L0045,2560,False
33,0,42,0,tenant-2,L0042,2048,False
34,0,0,0,tenant-0,L0000,2048,False
35,0,32,1,tenant-0,L0032,2560,False
36,0,1,1,tenant-1,L0001,2560,False
37,0,59,0,tenant-3,L0059,2048,False
38,0,50,0,tenant-2,L0050,2048,False
39,0,9,0,tenant-1,L0009,2048,False
40,0,18,0,tenant-2,L0018,2048,False
41,0,4,0,tenant-4,L0004,2048,False
42,0,53,0,tenant-5,L0053,2048,False
43,0,55,0,tenant-7,L0055,2048,False
44,0,43,0,tenant-3,L0043,2048,False
45,0,18,1,tenant-2,L0018,2560,False
46,0,34,0,tenant-2,L0034,2048,False
47,0,16,1,tenant-0,L0016,2560,False
48,0,5,1,tenant-5,L0005,2560,False
49,0,2,2,tenant-2,L0002,3072,False
50,0,37,0,tenant-5,L0037,2048,False
51,0,29,0,tenant-5,L0029,2048,False
52,0,21,1,tenant-5,L0021,2560,False
53,0,3,1,tenant-3,L0003,2560,False
54,0,60,0,tenant-4,L0060,2048,False
55,0,38,1,tenant-6,L0038,2560,False
56,0,19,1,tenant-3,L0019,2560,False
57,0,21,2,tenant-5,L0021,3072,False
58,0,58,0,tenant-2,L0058,2048,False
59,0,6,2,tenant-6,L0006,3072,False
60,0,20,1,tenant-4,L0020,2560,False
61,0,25,2,tenant-1,L0025,3072,False
62,0,13,0,tenant-5,L0013,2048,False
63,0,24,0,tenant-0,L0024,2048,False
64,0,1,2,tenant-1,L0001,3072,False
65,0,12,1,tenant-4,L0012,2560,False
66,0,24,1,tenant-0,L0024,2560,False
67,0,46,0,tenant-6,L0046,2048,False
68,0,30,1,tenant-6,L0030,2560,False
69,0,13,1,tenant-5,L0013,2560,False
70,0,13,2,tenant-5,L0013,3072,False
71,0,8,1,tenant-0,L0008,2560,False
72,0,37,1,tenant-5,L0037,2560,False
73,0,15,0,tenant-7,L0015,2048,False
74,0,0,1,tenant-0,L0000,2560,False
75,0,1,0,tenant-1,L0001,2048,False
76,0,63,0,tenant-7,L0063,2048,False
77,0,11,0,tenant-3,L0011,2048,False
78,0,62,1,tenant-6,L0062,2560,False
79,0,7,0,tenant-7,L0007,2048,False
80,0,61,0,tenant-5,L0061,2048,False
81,0,1,1,tenant-1,L0001,2560,False
82,0,10,0,tenant-2,L0010,2048,False
83,0,29,1,tenant-5,L0029,2560,False
84,0,31,1,tenant-7,L0031,2560,False
85,0,1,2,tenant-1,L0001,3072,False
86,0,38,2,tenant-6,L0038,3072,False
87,0,7,1,tenant-7,L0007,2560,False
88,0,15,1,tenant-7,L0015,2560,False
89,0,1,0,tenant-1,L0001,2048,False
90,0,15,2,tenant-7,L0015,3072,False
91,0,10,1,tenant-2,L0010,2560,False
92,0,62,2,tenant-6,L0062,3072,False
93,0,38,0,tenant-6,L0038,2048,False
94,0,1,1,tenant-1,L0001,2560,False
95,0,8,2,tenant-0,L0008,3072,False
96,1,65,0,tenant-1,L0065,2048,False
97,1,70,0,tenant-6,L0070,2048,False
98,1,102,0,tenant-6,L0102,2048,False
99,1,68,0,tenant-4,L0068,2048,False
100,1,106,0,tenant-2,L0106,2048,False
101,1,74,0,tenant-2,L0074,2048,False
102,1,91,0,tenant-3,L0091,2048,False
103,1,95,0,tenant-7,L0095,2048,False
104,1,74,1,tenant-2,L0074,2560,False
105,1,83,0,tenant-3,L0083,2048,False
106,1,109,0,tenant-5,L0109,2048,False
107,1,68,1,tenant-4,L0068,2560,False
108,1,68,2,tenant-4,L0068,3072,False
109,1,81,0,tenant-1,L0081,2048,False
110,1,110,0,tenant-6,L0110,2048,False
111,1,97,0,tenant-1,L0097,2048,False
112,1,114,0,tenant-2,L0114,2048,False
113,1,65,1,tenant-1,L0065,2560,False
114,1,99,0,tenant-3,L0099,2048,False
115,1,111,0,tenant-7,L0111,2048,False
116,1,64,0,tenant-0,L0064,2048,False
117,1,65,2,tenant-1,L0065,3072,False
118,1,83,1,tenant-3,L0083,2560,False
119,1,72,0,tenant-0,L0072,2048,False
120,1,125,0,tenant-5,L0125,2048,False
121,1,71,0,tenant-7,L0071,2048,False
122,1,69,0,tenant-5,L0069,2048,False
123,1,100,0,tenant-4,L0100,2048,False
124,1,90,0,tenant-2,L0090,2048,False
125,1,64,1,tenant-0,L0064,2560,False
126,1,71,1,tenant-7,L0071,2560,False
127,1,66,0,tenant-2,L0066,2048,False
128,1,65,0,tenant-1,L0065,2048,False
129,1,90,1,tenant-2,L0090,2560,False
130,1,95,1,tenant-7,L0095,2560,False
131,1,93,0,tenant-5,L0093,2048,False
132,1,81,1,tenant-1,L0081,2560,False
133,1,72,1,tenant-0,L0072,2560,False
134,1,92,0,tenant-4,L0092,2048,False
135,1,83,2,tenant-3,L0083,3072,False
136,1,111,1,tenant-7,L0111,2560,False
137,1,92,1,tenant-4,L0092,2560,False
138,1,79,0,tenant-7,L0079,2048,False
139,1,70,1,tenant-6,L0070,2560,False
140,1,97,1,tenant-1,L0097,2560,False
141,1,64,2,tenant-0,L0064,3072,False
142,1,66,1,tenant-2,L0066,2560,False
143,1,67,0,tenant-3,L0067,2048,False
144,1,83,0,tenant-3,L0083,2048,False
145,1,68,0,tenant-4,L0068,2048,False
146,1,106,1,tenant-2,L0106,2560,False
147,1,87,0,tenant-7,L0087,2048,False
148,1,111,2,tenant-7,L0111,3072,False
149,1,64,0,tenant-0,L0064,2048,False
150,1,71,2,tenant-7,L0071,3072,False
151,1,67,1,tenant-3,L0067,2560,False
152,1,78,0,tenant-6,L0078,2048,False
153,1,96,0,tenant-0,L0096,2048,False
154,1,76,0,tenant-4,L0076,2048,False
155,1,76,1,tenant-4,L0076,2560,False
