request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,discard
0,0,17,0,tenant-1,L0017,2048,True
1,0,44,0,tenant-4,L0044,2048,True
2,0,59,0,tenant-3,L0059,2048,True
3,0,16,0,tenant-0,L0016,2048,True
4,0,40,0,tenant-0,L0040,2048,True
5,0,6,0,tenant-6,L0006,2048,True
6,0,9,0,tenant-1,L0009,2048,True
7,0,33,0,tenant-1,L0033,2048,True
8,0,14,0,tenant-6,L0014,2048,True
9,0,41,0,tenant-1,L0041,2048,True
10,0,58,0,tenant-2,L0058,2048,True
11,0,37,0,tenant-5,L0037,2048,True
12,0,7,0,tenant-7,L0007,2048,True
13,0,20,0,tenant-4,L0020,2048,True
14,0,5,0,tenant-5,L0005,2048,True
15,0,11,0,tenant-3,L0011,2048,True
16,0,0,0,tenant-0,L0000,2048,True
17,0,38,0,tenant-6,L0038,2048,True
18,0,19,0,tenant-3,L0019,2048,True
19,0,1,0,tenant-1,L0001,2048,True
20,0,44,1,tenant-4,L0044,2560,True
21,0,20,1,tenant-4,L0020,2560,True
22,0,47,0,tenant-7,L0047,2048,True
23,0,0,1,tenant-0,L0000,2560,True
24,0,3,0,tenant-3,L0003,2048,True
25,0,5,1,tenant-5,L0005,2560,True
26,0,4,0,tenant-4,L0004,2048,True
27,0,2,0,tenant-2,L0002,2048,True
28,0,13,0,tenant-5,L0013,2048,True
29,0,25,0,tenant-1,L0025,2048,True
30,0,38,1,tenant-6,L0038,2560,True
31,0,60,0,tenant-4,L0060,2048,True
32,0,10,0,tenant-2,L0010,2048,False
33,0,14,1,tenant-6,L0014,2560,False
34,0,60,1,tenant-4,L0060,2560,False
35,0,9,1,tenant-1,L0009,2560,False
36,0,29,0,tenant-5,L0029,2048,False
37,0,32,0,tenant-0,L0032,2048,False
38,0,13,1,tenant-5,L0013,2560,False
39,0,0,2,tenant-0,L0000,3072,False
40,0,21,0,tenant-5,L0021,2048,False
41,0,23,0,tenant-7,L0023,2048,False
42,0,16,1,tenant-0,L0016,2560,False
43,0,61,0,tenant-5,L0061,2048,False
44,0,0,0,tenant-0,L0000,2048,False
45,0,44,2,tenant-4,L0044,3072,False
46,0,6,1,tenant-6,L0006,2560,False
47,0,39,0,tenant-7,L0039,2048,False
48,0,39,1,tenant-7,L0039,2560,False
49,0,7,1,tenant-7,L0007,2560,False
50,0,12,0,tenant-4,L0012,2048,False
51,0,31,0,tenant-7,L0031,2048,False
52,0,59,1,tenant-3,L0059,2560,False
53,0,35,0,tenant-3,L0035,2048,False
54,0,20,2,tenant-4,L0020,3072,False
55,0,56,0,tenant-0,L0056,2048,False
56,0,27,0,tenant-3,L0027,2048,False
57,0,2,1,tenant-2,L0002,2560,False
58,0,1,1,tenant-1,L0001,2560,False
59,0,22,0,tenant-6,L0022,2048,False
60,0,4,1,tenant-4,L0004,2560,False
61,0,12,1,tenant-4,L0012,2560,False
62,0,25,1,tenant-1,L0025,2560,False
63,0,50,0,tenant-2,L0050,2048,False
64,0,10,1,tenant-2,L0010,2560,False
65,0,21,1,tenant-5,L0021,2560,False
66,0,2,2,tenant-2,L0002,3072,False
67,0,25,2,tenant-1,L0025,3072,False
68,0,6,2,tenant-6,L0006,3072,False
69,0,57,0,tenant-1,L0057,2048,False
70,0,22,1,tenant-6,L0022,2560,False
71,0,9,2,tenant-1,L0009,3072,False
72,0,17,1,tenant-1,L0017,2560,False
73,0,50,1,tenant-2,L0050,2560,False
74,0,56,1,tenant-0,L0056,2560,False
75,0,19,1,tenant-3,L0019,2560,False
76,0,20,0,tenant-4,L0020,2048,False
77,0,46,0,tenant-6,L0046,2048,False
78,0,27,1,tenant-3,L0027,2560,False
79,0,2,0,tenant-2,L0002,2048,False
80,0,3,1,tenant-3,L0003,2560,False
81,0,21,2,tenant-5,L0021,3072,False
82,0,21,0,tenant-5,L0021,2048,False
83,0,24,0,tenant-0,L0024,2048,False
84,0,0,1,tenant-0,L0000,2560,False
85,0,44,0,tenant-4,L0044,2048,False
86,0,11,1,tenant-3,L0011,2560,False
87,0,48,0,tenant-0,L0048,2048,False
88,0,21,1,tenant-5,L0021,2560,False
89,0,3,2,tenant-3,L0003,3072,False
90,0,14,2,tenant-6,L0014,3072,False
91,0,5,2,tenant-5,L0005,3072,False
92,0,0,2,tenant-0,L0000,3072,False
93,0,34,0,tenant-2,L0034,2048,False
94,0,39,2,tenant-7,L0039,3072,False
95,0,23,1,tenant-7,L0023,2560,False
96,1,87,0,tenant-7,L0087,2048,False
97,1,110,0,tenant-6,L0110,2048,False
98,1,76,0,tenant-4,L0076,2048,False
99,1,100,0,tenant-4,L0100,2048,False
100,1,70,0,tenant-6,L0070,2048,False
101,1,77,0,tenant-5,L0077,2048,False
102,1,73,0,tenant-1,L0073,2048,False
103,1,74,0,tenant-2,L0074,2048,False
104,1,120,0,tenant-0,L0120,2048,False
105,1,74,1,tenant-2,L0074,2560,False
106,1,99,0,tenant-3,L0099,2048,False
107,1,72,0,tenant-0,L0072,2048,False
108,1,105,0,tenant-1,L0105,2048,False
109,1,64,0,tenant-0,L0064,2048,False
110,1,79,0,tenant-7,L0079,2048,False
111,1,98,0,tenant-2,L0098,2048,False
112,1,112,0,tenant-0,L0112,2048,False
113,1,102,0,tenant-6,L0102,2048,False
114,1,69,0,tenant-5,L0069,2048,False
115,1,68,0,tenant-4,L0068,2048,False
116,1,64,1,tenant-0,L0064,2560,False
117,1,89,0,tenant-1,L0089,2048,False
118,1,106,0,tenant-2,L0106,2048,False
119,1,71,0,tenant-7,L0071,2048,False
120,1,68,1,tenant-4,L0068,2560,False
121,1,76,1,tenant-4,L0076,2560,False
122,1,118,0,tenant-6,L0118,2048,False
123,1,127,0,tenant-7,L0127,2048,False
124,1,65,0,tenant-1,L0065,2048,False
125,1,66,0,tenant-2,L0066,2048,False
126,1,75,0,tenant-3,L0075,2048,False
127,1,91,0,tenant-3,L0091,2048,False
128,1,89,1,tenant-1,L0089,2560,False
129,1,65,1,tenant-1,L0065,2560,False
130,1,64,2,tenant-0,L0064,3072,False
131,1,99,1,tenant-3,L0099,2560,False
132,1,67,0,tenant-3,L0067,2048,False
133,1,74,2,tenant-2,L0074,3072,False
134,1,81,0,tenant-1,L0081,2048,False
135,1,77,1,tenant-5,L0077,2560,False
136,1,82,0,tenant-2,L0082,2048,False
137,1,66,1,tenant-2,L0066,2560,False
138,1,80,0,tenant-0,L0080,2048,False
139,1,70,1,tenant-6,L0070,2560,False
140,1,89,2,tenant-1,L0089,3072,False
141,1,66,2,tenant-2,L0066,3072,False
142,1,75,1,tenant-3,L0075,2560,False
143,1,66,0,tenant-2,L0066,2048,False
144,1,67,1,tenant-3,L0067,2560,False
145,1,75,2,tenant-3,L0075,3072,False
146,1,68,2,tenant-4,L0068,3072,False
147,1,126,0,tenant-6,L0126,2048,False
148,1,72,1,tenant-0,L0072,2560,False
149,1,65,2,tenant-1,L0065,3072,False
150,1,64,0,tenant-0,L0064,2048,False
151,1,73,1,tenant-1,L0073,2560,False
152,1,83,0,tenant-3,L0083,2048,False
153,1,84,0,tenant-4,L0084,2048,False
154,1,67,2,tenant-3,L0067,3072,False
155,1,84,1,tenant-4,L0084,2560,False
156,1,119,0,tenant-7,L0119,2048,False
157,1,70,2,tenant-6,L0070,3072,False
158,1,65,0,tenant-1,L0065,2048,False
159,1,95,0,tenant-7,L0095,2048,False
160,1,70,0,tenant-6,L0070,2048,False
161,1,69,1,tenant-5,L0069,2560,False
162,1,95,1,tenant-7,L0095,2560,False
163,1,99,2,tenant-3,L0099,3072,False
164,1,67,0,tenant-3,L0067,2048,False
165,1,72,2,tenant-0,L0072,3072,False
166,1,64,1,tenant-0,L0064,2560,False
167,1,107,0,tenant-3,L0107,2048,False
168,1,66,1,tenant-2,L0066,2560,False
169,1,83,1,tenant-3,L0083,2560,False
170,1,64,2,tenant-0,L0064,3072,False
171,1,102,1,tenant-6,L0102,2560,False
172,1,72,0,tenant-0,L0072,2048,False
173,1,67,1,tenant-3,L0067,2560,False
174,1,119,1,tenant-7,L0119,2560,False
175,1,76,2,tenant-4,L0076,3072,False
176,1,110,1,tenant-6,L0110,2560,False
177,1,68,0,tenant-4,L0068,2048,False
178,1,101,0,tenant-5,L0101,2048,False
179,1,90,0,tenant-2,L0090,2048,False
180,1,73,2,tenant-1,L0073,3072,False
181,1,65,1,tenant-1,L0065,2560,False
182,1,121,0,tenant-1,L0121,2048,False
183,1,123,0,tenant-3,L0123,2048,False
184,1,77,2,tenant-5,L0077,3072,False
185,1,69,2,tenant-5,L0069,3072,False
186,1,121,1,tenant-1,L0121,2560,False
187,1,106,1,tenant-2,L0106,2560,False
188,1,80,1,tenant-0,L0080,2560,False
189,1,80,2,tenant-0,L0080,3072,False
190,1,94,0,tenant-6,L0094,2048,False
191,1,79,1,tenant-7,L0079,2560,False
