request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,discard
0,0,11,0,tenant-3,L0011,2048,True
1,0,4,0,tenant-4,L0004,2048,True
2,0,24,0,tenant-0,L0024,2048,True
3,0,1,0,tenant-1,L0001,2048,True
4,0,0,0,tenant-0,L0000,2048,True
5,0,0,1,tenant-0,L0000,2560,True
6,0,30,0,tenant-6,L0030,2048,True
7,0,44,0,tenant-4,L0044,2048,True
8,0,0,2,tenant-0,L0000,3072,True
9,0,5,0,tenant-5,L0005,2048,True
10,0,0,0,tenant-0,L0000,2048,True
11,0,0,1,tenant-0,L0000,2560,True
12,0,4,1,tenant-4,L0004,2560,True
13,0,0,2,tenant-0,L0000,3072,True
14,0,1,1,tenant-1,L0001,2560,True
15,0,3,0,tenant-3,L0003,2048,True
16,0,6,0,tenant-6,L0006,2048,True
17,0,9,0,tenant-1,L0009,2048,True
18,0,24,1,tenant-0,L0024,2560,True
19,0,3,1,tenant-3,L0003,2560,True
20,0,3,2,tenant-3,L0003,3072,True
21,0,24,2,tenant-0,L0024,3072,True
22,0,3,0,tenant-3,L0003,2048,True
23,0,4,2,tenant-4,L0004,3072,True
24,0,9,1,tenant-1,L0009,2560,True
25,0,3,1,tenant-3,L0003,2560,True
26,0,6,1,tenant-6,L0006,2560,True
27,0,1,2,tenant-1,L0001,3072,True
28,0,5,1,tenant-5,L0005,2560,True
29,0,32,0,tenant-0,L0032,2048,True
30,0,0,0,tenant-0,L0000,2048,True
31,0,0,1,tenant-0,L0000,2560,True
32,0,51,0,tenant-3,L0051,2048,False
33,0,20,0,tenant-4,L0020,2048,False
34,0,33,0,tenant-1,L0033,2048,False
35,0,0,2,tenant-0,L0000,3072,False
36,0,16,0,tenant-0,L0016,2048,False
37,0,11,1,tenant-3,L0011,2560,False
38,0,40,0,tenant-0,L0040,2048,False
39,0,0,0,tenant-0,L0000,2048,False
40,0,0,1,tenant-0,L0000,2560,False
41,0,20,1,tenant-4,L0020,2560,False
42,0,7,0,tenant-7,L0007,2048,False
43,0,3,2,tenant-3,L0003,3072,False
44,0,13,0,tenant-5,L0013,2048,False
45,0,14,0,tenant-6,L0014,2048,False
46,0,21,0,tenant-5,L0021,2048,False
47,0,4,0,tenant-4,L0004,2048,False
48,0,1,0,tenant-1,L0001,2048,False
49,0,1,1,tenant-1,L0001,2560,False
50,0,16,1,tenant-0,L0016,2560,False
51,0,18,0,tenant-2,L0018,2048,False
