seq,update_kind,instance,digest,coverage_after,pre_delivery_visible_cov,t_send_unix,delivered_at_unix,signaling_delay_s,writer_seq,point_id,cell_id,rep,zipf_alpha,overlap,concurrency,rho,policy,send_ts_unix,coverage_before_source,source_coverage_delta,update_age_s,advertised_before,dispatcher_visible_before,best_visible_cov,second_visible_cov,visible_cov_gap,replica_visible_count,source_best_cov,digest_req_count_recent,in_flight_frames,ewma_delivery_delay_s,dispatcher_loads,dispatcher_rr,supersedes_in_flight
0,upsert,0,L0048,2048,0,1787894802.6769896,1787894802.6803434,0.0033538341522216797,1,alphamed,agg_full@rho0.8,0,0.55,0.0,4,0.8,agg_full,1787894802.6769657,0,2048,,0,0,0,0,0,0,0,1,1,,0;1;1;1,4,0
1,upsert,2,L0006,2048,0,1787894802.6772475,1787894802.68047,0.0032224655151367188,2,alphamed,agg_full@rho0.8,0,0.55,0.0,4,0.8,agg_full,1787894802.6772323,0,2048,,0,0,0,0,0,0,0,1,2,,0;1;0;1,4,0
2,upsert,1,L0014,2048,0,1787894802.677357,1787894802.680545,0.0031881332397460938,3,alphamed,agg_full@rho0.8,0,0.55,0.0,4,0.8,agg_full,1787894802.6773462,0,2048,,0,0,0,0,0,0,0,1,3,,0;0;0;1,4,0
3,upsert,3,L0023,2048,0,1787894802.677437,1787894802.6805909,0.0031538009643554688,4,alphamed,agg_full@rho0.8,0,0.55,0.0,4,0.8,agg_full,1787894802.6774287,0,2048,,0,0,0,0,0,0,0,1,4,,0;0;0;0,4,0
4,upsert,0,L0000,2048,0,1787894805.450971,1787894805.4545622,0.003591299057006836,5,alphamed,agg_full@rho0.8,0,0.55,0.0,4,0.8,agg_full,1787894805.450946,0,2048,,0,0,0,0,0,0,0,2,1,0.0032295584678649902,0;1;1;1,8,0
5,upsert,3,L0000,2560,0,1787894805.4512594,1787894805.4546719,0.003412485122680664,6,alphamed,agg_full@rho0.8,0,0.55,0.0,4,0.8,agg_full,1787894805.4512432,0,2560,,0,0,0,0,0,0,0,2,2,0.0032295584678649902,0;1;1;0,8,0
6,upsert,1,L0002,2048,0,1787894805.4514263,1787894805.4547448,0.0033185482025146484,7,alphamed,agg_full@rho0.8,0,0.55,0.0,4,0.8,agg_full,1787894805.4514143,0,2048,,0,0,0,0,0,0,0,1,3,0.0032295584678649902,0;0;1;0,8,0
7,upsert,2,L0028,2048,0,1787894805.451568,1787894805.4547904,0.0032224655151367188,8,alphamed,agg_full@rho0.8,0,0.55,0.0,4,0.8,agg_full,1787894805.451557,0,2048,,0,0,0,0,0,0,0,1,4,0.0032295584678649902,0;0;0;0,8,0
8,upsert,0,L0040,2048,0,1787894807.6039135,1787894807.6074715,0.003557920455932617,9,alphamed,agg_full@rho0.8,0,0.55,0.0,4,0.8,agg_full,1787894807.6038897,0,2048,,0,0,0,0,0,0,0,1,1,0.0033078789710998535,0;1;1;1,12,0
9,upsert,1,L0017,2048,0,1787894807.60421,1787894807.6075702,0.003360271453857422,10,alphamed,agg_full@rho0.8,0,0.55,0.0,4,0.8,agg_full,1787894807.6041932,0,2048,,0,0,0,0,0,0,0,1,2,0.0033078789710998535,0;0;1;1,12,0
