seq,update_kind,instance,digest,coverage_after,pre_delivery_visible_cov,t_send_unix,delivered_at_unix,signaling_delay_s,writer_seq,point_id,cell_id,rep,zipf_alpha,overlap,concurrency,rho,policy,send_ts_unix,coverage_before_source,source_coverage_delta,update_age_s,advertised_before,dispatcher_visible_before,best_visible_cov,second_visible_cov,visible_cov_gap,replica_visible_count,source_best_cov,digest_req_count_recent,in_flight_frames,ewma_delivery_delay_s,dispatcher_loads,dispatcher_rr,supersedes_in_flight
0,upsert,0,L0012,2048,0,1787891418.1193697,1787891441.0684488,22.949079036712646,1,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891418.1193452,0,2048,,0,0,0,0,0,0,0,1,1,,0;1;1;1,4,0
1,upsert,2,L0007,2048,0,1787891418.1195154,1787891442.038546,23.91903066635132,2,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891418.119502,0,2048,,0,0,0,0,0,0,0,1,2,,0;1;0;1,4,0
2,upsert,1,L0059,2048,0,1787891418.1196234,1787891442.038666,23.919042587280273,3,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891418.1196125,0,2048,,0,0,0,0,0,0,0,1,3,,0;0;0;1,4,0
3,upsert,3,L0016,2048,0,1787891418.119708,1787891443.4863873,25.366679191589355,4,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891418.1196988,0,2048,,0,0,0,0,0,0,0,1,4,,0;0;0;0,4,0
4,upsert,0,L0029,2048,0,1787891419.8888583,1787891443.486497,23.597638607025146,5,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891419.8888342,0,2048,,0,0,0,0,0,0,0,1,5,,0;1;1;1,8,0
5,upsert,3,L0021,2048,0,1787891419.8890183,1787891443.4865584,23.597540140151978,6,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891419.8890047,0,2048,,0,0,0,0,0,0,0,1,6,,0;1;1;0,8,0
6,upsert,1,L0004,2048,0,1787891419.8891194,1787891443.4866202,23.597500801086426,7,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891419.8891087,0,2048,,0,0,0,0,0,0,0,1,7,,0;0;1;0,8,0
7,upsert,2,L0001,2048,0,1787891419.8892224,1787891443.4866707,23.597448348999023,8,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891419.8892126,0,2048,,0,0,0,0,0,0,0,1,8,,0;0;0;0,8,0
8,upsert,0,L0063,2048,0,1787891421.3656528,1787891443.486719,22.121066093444824,9,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891421.3656282,0,2048,,0,0,0,0,0,0,0,1,9,,0;1;1;1,12,0
9,upsert,1,L0041,2048,0,1787891421.3658156,1787891443.4867668,22.120951175689697,10,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891421.3658013,0,2048,,0,0,0,0,0,0,0,1,10,,0;0;1;1,12,0
10,upsert,2,L0023,2048,0,1787891421.3659322,1787891458.8445697,37.47863745689392,11,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891421.3659203,0,2048,,0,0,0,0,0,0,0,1,11,,0;0;0;1,12,0
11,upsert,3,L0046,2048,0,1787891421.3660207,1787891458.8446457,37.47862505912781,12,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891421.3660104,0,2048,,0,0,0,0,0,0,0,1,12,,0;0;0;0,12,0
12,upsert,0,L0022,2048,0,1787891423.530024,1787891458.8446858,35.314661741256714,13,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891423.5299993,0,2048,,0,0,0,0,0,0,0,1,13,,0;1;1;1,16,0
13,upsert,2,L0019,2048,0,1787891423.530219,1787891458.84472,35.31450080871582,14,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891423.5302033,0,2048,,0,0,0,0,0,0,0,1,14,,0;1;0;1,16,0
14,upsert,1,L0004,2560,2048,1787891423.5303283,1787891458.8447485,35.314420223236084,15,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891423.5303123,2048,512,3.6412036418914795,0,0,0,0,0,0,0,2,15,,0;0;0;1,16,1
15,upsert,3,L0001,2560,0,1787891423.5304184,1787891458.844779,35.31436061859131,16,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891423.5304074,0,2560,,0,0,0,0,0,0,0,2,16,,0;0;0;0,16,0
16,upsert,0,L0029,2560,2048,1787891425.860532,1787891458.844805,32.984272956848145,17,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891425.8605032,2048,512,5.97166895866394,0,0,0,0,0,0,0,2,17,,0;1;1;1,20,1
17,upsert,3,L0007,2560,0,1787891425.8606985,1787891458.8448327,32.98413419723511,18,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891425.8606825,0,2560,,0,0,0,0,0,0,0,2,18,,0;1;1;0,20,0
18,upsert,1,L0013,2048,0,1787891425.8607974,1787891464.9490657,39.0882682800293,19,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891425.8607862,0,2048,,0,0,0,0,0,0,0,1,19,,0;0;1;0,20,0
19,upsert,2,L0017,2048,0,1787891425.8608828,1787891464.9492037,39.08832097053528,20,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891425.8608727,0,2048,,0,0,0,0,0,0,0,1,20,,0;0;0;0,20,0
20,upsert,0,L0024,2048,0,1787891427.318541,1787891464.949269,37.630728006362915,21,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891427.318516,0,2048,,0,0,0,0,0,0,0,1,21,,0;1;1;1,24,0
21,upsert,1,L0053,2048,0,1787891427.3187053,1787891464.9493291,37.63062381744385,22,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891427.3186903,0,2048,,0,0,0,0,0,0,0,1,22,,0;0;1;1,24,0
22,upsert,2,L0033,2048,0,1787891427.3188078,1787891464.9493635,37.630555629730225,23,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891427.3187952,0,2048,,0,0,0,0,0,0,0,1,23,,0;0;0;1,24,0
23,upsert,3,L0034,2048,0,1787891427.3188927,1787891464.9493942,37.63050150871277,24,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891427.3188825,0,2048,,0,0,0,0,0,0,0,1,24,,0;0;0;0,24,0
24,upsert,0,L0042,2048,0,1787891428.9196355,1787891464.949426,36.02979040145874,25,base,exact_fifo@rho0.8,1,0.55,0.0,4,0.8,exact_fifo,1787891428.9196017,0,2048,,0,0,0,0,0,0,0,1,25,,0;1;1;1,28,0
