seq,update_kind,instance,digest,coverage_after,pre_delivery_visible_cov,t_send_unix,delivered_at_unix,signaling_delay_s,writer_seq,point_id,cell_id,rep,zipf_alpha,overlap,concurrency,rho,policy,send_ts_unix,coverage_before_source,source_coverage_delta,update_age_s,advertised_before,dispatcher_visible_before,best_visible_cov,second_visible_cov,visible_cov_gap,replica_visible_count,source_best_cov,digest_req_count_recent,in_flight_frames,ewma_delivery_delay_s,dispatcher_loads,dispatcher_rr,supersedes_in_flight
22,upsert,2,L0000,3072,0,1787890532.027731,1787890557.8875258,25.859794855117798,1,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890532.027719,0,3072,,0,0,0,0,0,0,0,6,23,,0;0;0;1,24,0
24,upsert,0,L0014,2560,0,1787890533.7392294,1787890558.771854,25.03262448310852,2,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890533.7392037,0,2560,,0,0,0,0,0,0,0,2,25,,0;1;1;1,28,0
36,upsert,0,L0029,3072,0,1787890538.1034825,1787890558.77198,20.668497562408447,3,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890538.1034553,0,3072,,0,0,0,0,0,0,0,3,37,,0;1;1;1,40,0
42,upsert,1,L0000,2048,0,1787890539.8230393,1787890560.5406084,20.71756911277771,4,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890539.8230214,2560,-512,9.767264366149902,0,0,0,0,0,0,0,7,43,,0;0;1;0,44,1
57,upsert,1,L0014,3072,0,1787890545.1249928,1787890560.5407157,15.415722846984863,5,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890545.1249743,2048,1024,20.43417525291443,0,0,0,0,0,0,0,3,58,,0;0;1;1,60,1
81,upsert,1,L0121,2560,0,1787890553.3557563,1787890560.5407882,7.185031890869141,6,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890553.3557374,2048,512,5.988084554672241,0,0,0,0,0,0,0,2,82,,0;0;1;1,84,1
88,upsert,0,L0064,2048,0,1787890556.4107413,1787890560.540848,4.130106687545776,7,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890556.4107113,0,2048,,0,0,0,0,0,0,0,1,89,,0;1;1;1,92,0
89,upsert,3,L0088,2048,0,1787890556.4111245,1787890560.5409017,4.129777193069458,8,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890556.411109,0,2048,,0,0,0,0,0,0,0,1,90,,0;1;1;0,92,0
90,upsert,1,L0100,2048,0,1787890556.4114158,1787890560.5409486,4.129532814025879,9,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890556.4114032,0,2048,,0,0,0,0,0,0,0,1,91,,0;0;1;0,92,0
91,upsert,2,L0076,2560,0,1787890556.411676,1787890560.5409985,4.129322528839111,10,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890556.411659,2048,512,7.647408962249756,0,0,0,0,0,0,0,2,92,,0;0;0;0,92,1
92,upsert,0,L0105,2048,0,1787890557.7278855,1787890565.2072437,7.479358196258545,11,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890557.7278616,0,2048,,0,0,0,0,0,0,0,1,93,,0;1;1;1,96,0
93,upsert,1,L0125,2048,0,1787890557.728283,1787890565.207395,7.479112148284912,12,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890557.7282653,0,2048,,0,0,0,0,0,0,0,1,94,,0;0;1;1,96,0
94,upsert,2,L0115,2048,0,1787890557.7285628,1787890565.2074652,7.478902339935303,13,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890557.7285507,0,2048,,0,0,0,0,0,0,0,1,95,,0;0;0;1,96,0
95,upsert,3,L0074,2048,0,1787890557.7288191,1787890565.2075024,7.478683233261108,14,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890557.7288074,0,2048,,0,0,0,0,0,0,0,1,96,,0;0;0;0,96,0
96,upsert,0,L0091,2560,0,1787890559.3285763,1787890568.0236013,8.695024967193604,15,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890559.328552,0,2560,,0,0,0,0,0,0,0,2,94,23.853638966878254,0;1;1;1,100,0
97,upsert,2,L0064,2560,0,1787890559.329086,1787890568.0237145,8.694628477096558,16,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890559.329068,0,2560,,0,0,0,0,0,0,0,2,95,23.853638966878254,0;1;0;1,100,0
98,upsert,1,L0100,2560,2048,1787890559.3295038,1787890568.023779,8.694275140762329,17,base,agg_full@rho1.0,0,0.55,0.0,4,1.0,agg_full,1787890559.3294845,2048,512,2.918081283569336,0,0,0,0,0,0,0,2,96,23.853638966878254,0;0;0;1,100,1
