seq,update_kind,instance,digest,coverage_after,pre_delivery_visible_cov,t_send_unix,delivered_at_unix,signaling_delay_s,writer_seq,point_id,cell_id,rep,zipf_alpha,overlap,concurrency,rho,policy,send_ts_unix,coverage_before_source,source_coverage_delta,update_age_s,advertised_before,dispatcher_visible_before,best_visible_cov,second_visible_cov,visible_cov_gap,replica_visible_count,source_best_cov,digest_req_count_recent,in_flight_frames,ewma_delivery_delay_s,dispatcher_loads,dispatcher_rr,supersedes_in_flight
0,upsert,0,L0040,2048,0,1788144579.5374374,1788144634.0380135,54.50057601928711,1,base,agg_static@rho1.2,0,0.55,0.0,4,1.2,agg_static,1788144579.5374126,0,2048,,0,0,0,0,0,0,0,2,1,,0;1;1;1,4,0
2,upsert,1,L0002,2048,0,1788144579.5376885,1788144635.2530124,55.71532392501831,2,base,agg_static@rho1.2,0,0.55,0.0,4,1.2,agg_static,1788144579.5376782,0,2048,,0,0,0,0,0,0,0,1,3,,0;0;0;1,4,0
3,upsert,3,L0040,2560,0,1788144579.5377712,1788144635.2531822,55.71541094779968,3,base,agg_static@rho1.2,0,0.55,0.0,4,1.2,agg_static,1788144579.5377624,0,2560,,0,0,0,0,0,0,0,2,4,,0;0;0;0,4,0
14,upsert,1,L0044,2048,0,1788144583.8971262,1788144637.0661006,53.16897439956665,4,base,agg_static@rho1.2,0,0.55,0.0,4,1.2,agg_static,1788144583.8971157,0,2048,,0,0,0,0,0,0,0,1,15,,0;0;0;1,16,0
15,upsert,3,L0033,2560,0,1788144583.897229,1788144637.0662298,53.16900086402893,5,base,agg_static@rho1.2,0,0.55,0.0,4,1.2,agg_static,1788144583.89722,0,2560,,0,0,0,0,0,0,0,2,16,,0;0;0;0,16,0
21,upsert,1,L0014,2048,0,1788144586.5866084,1788144637.066301,50.479692697525024,6,base,agg_static@rho1.2,0,0.55,0.0,4,1.2,agg_static,1788144586.586593,0,2048,,0,0,0,0,0,0,0,1,22,,0;0;1;1,24,0
22,upsert,2,L0003,2560,0,1788144586.5867116,1788144637.0663571,50.47964549064636,7,base,agg_static@rho1.2,0,0.55,0.0,4,1.2,agg_static,1788144586.5867,0,2560,,0,0,0,0,0,0,0,2,23,,0;0;0;1,24,0
31,upsert,2,L0044,2560,0,1788144589.792347,1788144637.06641,47.27406311035156,8,base,agg_static@rho1.2,0,0.55,0.0,4,1.2,agg_static,1788144589.7923381,0,2560,,0,0,0,0,0,0,0,2,32,,0;0;0;0,32,0
32,upsert,0,L0002,3072,0,1788144590.9840574,1788144637.0664568,46.08239936828613,9,base,agg_static@rho1.2,0,0.55,0.0,4,1.2,agg_static,1788144590.9840288,2560,512,8.663837432861328,0,0,0,0,0,0,0,3,33,,0;1;1;1,36,1
36,upsert,0,L0001,2560,0,1788144593.1427224,1788144637.0665026,43.9237802028656,10,base,agg_static@rho1.2,0,0.55,0.0,4,1.2,agg_static,1788144593.142699,0,2560,,0,0,0,0,0,0,0,2,37,,0;1;1;1,40,0
