request_id,phase,lineage_id,step,digest,snapshot_rr,snapshot_loads,snapshot_cov_row,snapshot_wseq_row,world1_target,world1_affinity,world1_coverage,world1_expected_net_ms,selected_instance,candidate_hit,dispatch_time_unix,source_truth_coverage_tokens,dispatcher_view_coverage_tokens,dispatch_state_age_s,dispatcher_view_missing,source_view_false_negative,source_view_false_positive,physical_false_positive_affinity,expected_coverage_tokens,expected_net_prefill_ms,raw_candidate_fanout,evaluated_candidate_fanout,stale_fallback,coverage_shortfall_tokens,prompt_sha256,ok,error,prior_attempt_errors,attempt_count,sse_parse_errors,ttft_ms,latency_ms,chunks,input_tokens,output_tokens,vllm_cached_tokens
32,0,28,0,L0028,32,0;0;0;0,0;0;0;0,0;0;0;0,0,0,0,0.0,0,False,1787894565.1886835,0,0,,False,False,False,False,0,0.0,0,0,False,0.0,535dac880efee48d77d2145c2aacff267ef1a0a6070c79ac001d387d63071f42,True,,,1,0,1772.903047,2068.712116,6,2094,4,32
33,0,32,0,L0032,33,1;0;0;0,0;0;0;0,0;0;0;0,1,0,0,0.0,1,False,1787894565.1887333,0,0,,False,False,False,False,0,0.0,0,0,False,0.0,26492964803e8a3db5446a654d25f075cac756525cf2612863248a5d8fa84004,True,,,1,0,1763.369652,2051.899032,6,2094,4,32
34,0,7,1,L0007,34,1;1;0;0,0;0;0;0,0;0;0;0,2,0,0,0.0,2,False,1787894565.1887708,2048,0,19.116804122924805,True,True,False,False,0,0.0,0,0,False,0.0,85f8076207c19542c8ab615e5eca1c9e6f3e660ea83eef7cd0bd91c21d676f13,True,,,1,0,853.875823,1203.198219,6,2617,4,2080
35,0,53,1,L0053,35,1;1;1;0,0;0;0;0,0;0;0;0,3,0,0,0.0,3,False,1787894565.1888068,2048,0,19.11684012413025,True,True,False,False,0,0.0,0,0,False,0.0,3b29f5e7d6b7cf9c936f4917fd0fd4c6d42b1126d55d73ef024d07bca17b0243,True,,,1,0,904.035184,1254.409887,6,2617,4,2080
36,0,30,0,L0030,36,0;0;0;0,0;0;0;0,0;0;0;0,0,0,0,0.0,0,False,1787894567.2590766,0,0,,False,False,False,False,0,0.0,0,0,False,0.0,59e4e52b16f686246d9fc85a1e99f12a99de30eb8a835bc634fc68a5ce42962d,True,,,1,0,1796.402886,2074.434911,6,2094,4,16
37,0,6,2,L0006,37,1;0;0;0,0;0;0;0,0;0;0;0,2,0,0,0.0,2,False,1787894567.2591257,2560,0,21.187159061431885,True,True,False,False,0,0.0,0,0,False,0.0,62ac8fede144cc99d6d3f2b71345e84d6ede61a9c93924bed0a8e7b59d70102a,True,,,1,0,880.219864,1245.305595,6,3140,4,2608
38,0,43,0,L0043,38,1;0;1;0,0;0;0;0,0;0;0;0,1,0,0,0.0,1,False,1787894567.2591755,0,0,,False,False,False,False,0,0.0,0,0,False,0.0,54121aaff4ec72cb641f057d976a4201abfaff31d9135645aba1570d15581ef4,True,,,1,0,1552.114716,1830.514182,6,2094,4,16
39,0,52,0,L0052,39,1;1;1;0,0;0;0;0,0;0;0;0,3,0,0,0.0,3,False,1787894567.2592092,0,0,,False,False,False,False,0,0.0,0,0,False,0.0,d4b319771fd64fef70cdc2cb45b91b7541541f0bcd5a080836d02225d4b5eb82,True,,,1,0,2045.861347,2354.490071,6,2094,4,16
40,0,29,0,L0029,40,0;0;0;0,0;0;0;0,0;0;0;0,0,0,0,0.0,0,False,1787894569.6171513,0,0,,False,False,False,False,0,0.0,0,0,False,0.0,2df19287a2622ad861c74f11c68a72cf6d5e706c4a1524e9d3e5de95cc137cbc,True,,,1,0,1659.816549,1920.019674,6,2094,4,32
41,0,32,1,L0032,41,1;0;0;0,0;0;0;0,0;0;0;0,3,0,0,0.0,3,False,1787894569.6172128,2048,0,23.545246124267578,True,True,False,False,0,0.0,0,0,False,0.0,f5a27ecf9a2d069aa5cd04cd3ac671f3896b60962dba085d130066484af4db76,True,,,1,0,2653.464014,3016.166656,6,2617,4,32
42,0,55,1,L0055,42,1;0;0;1,0;0;0;0,0;0;0;0,1,0,0,0.0,1,False,1787894569.6172519,2048,0,23.54528522491455,True,True,False,False,0,0.0,0,0,False,0.0,d94902ec020af853dd9deded409e65fc30d68b238b382405c20c8dfbbb732bd5,True,,,1,0,883.467083,1231.870504,6,2617,4,2080
43,0,60,0,L0060,43,1;1;0;1,0;0;0;0,0;0;0;0,2,0,0,0.0,2,False,1787894569.6172867,0,0,,False,False,False,False,0,0.0,0,0,False,0.0,815dd22c186cc93934440da9af34eb8d3ef7c9abb6a6c23346d73ad4b7bc110f,True,,,1,0,1665.224062,1943.203309,6,2094,4,16
44,0,26,1,L0026,44,0;0;0;0,0;0;0;0,0;0;0;0,0,0,0,0.0,0,False,1787894572.63567,2048,0,26.563703298568726,True,True,False,False,0,0.0,0,0,False,0.0,d90368e255825e8929364aa5573340cfd37cfbca4677b8e0608a7ecffd521331,True,,,1,0,669.169284,947.24844,6,2617,4,2080
